additional_requirements,admission_requirements,bac_type_id,bac_type_name,data_sources,duration,field_of_study,formula_explanation,historical_scores,minimum_bac_average,notes,program_description,ramz_code,ramz_id,ramz_link,seven_percent,specialty,specialty_code,table_criteria,table_institution,table_location,table_specialization,university_id,university_name
,ألمانية إجبارية,9,رياضة,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",,,,10106,910106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910106,نعم,اللغة والآداب والحضارة,10106,FG+ALL,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في الألمانية,02,جامعة منوبة
,,5,العلوم التقنية,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 107.105, '2020': 0.0, '2021': 93.8523, '2022': 96.4338, '2023': 96.7288, '2024': 103.9764}",96.4338,,,10107,510107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,2,رياضيات,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 98.0055, '2020': 105.2776, '2021': 103.8808, '2022': 134.1533, '2023': 111.52, '2024': 134.7517}",111.52,,,10107,210107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,6,علوم الإعلامية,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 116.4067}",89.321,,,10107,610107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,4,إقتصاد وتصرف,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 92.6783, '2020': 85.2541, '2021': 80.9305, '2022': 81.6651, '2023': 80.5277, '2024': 74.6244}",74.624,,,10107,410107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,3,علوم تجريبية,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 198.07142857142856, '2012': 280.7857142857143, '2013': 363.5, '2014': 446.21428571428567, '2015': 528.9285714285713, '2016': 611.6428571428571, '2017': 694.3571428571428, '2018': 777.0714285714286, '2019': 859.7857142857142, '2020': 942.4999999999999, '2021': 1025.2142857142856, '2022': 1107.9285714285713, '2023': 1190.642857142857, '2024': 59.0}",113.6017,,,10107,310107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,9,رياضة,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 89.321, '2023': 144.28, '2024': 0.0}",,,,10107,910107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,1,آداب,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 86.2582, '2012': 90.25, '2013': 86.475, '2014': 82.05, '2015': 86.3834, '2016': 88.3, '2017': 84.925, '2018': 82.0298, '2019': 86.5454, '2020': 76.5743, '2021': 85.4852, '2022': 83.5499, '2023': 80.9145, '2024': 76.9383}",76.938,,,10107,110107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110107,لا,اللغة والآداب والحضارة,10107,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,04,جامعة  قرطاج
,,4,إقتصاد وتصرف,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 90.0898, '2020': 105.2533, '2021': 95.5627, '2022': 94.3607, '2023': 74.8498, '2024': 82.5579}",74.8498,,,10108,410108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,1,آداب,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 88.75, '2012': 96.5, '2013': 91.075, '2014': 82.725, '2015': 97.0, '2016': 90.0418, '2017': 86.5867, '2018': 83.7219, '2019': 98.6666, '2020': 85.7295, '2021': 87.1529, '2022': 86.1972, '2023': 84.3057, '2024': 75.5052}",75.505,,,10108,110108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,9,رياضة,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 83.6539, '2023': 0.0, '2024': 98.225}",83.6539,,,10108,910108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,5,العلوم التقنية,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 198.07142857142856, '2012': 280.7857142857143, '2013': 363.5, '2014': 446.21428571428567, '2015': 528.9285714285713, '2016': 611.6428571428571, '2017': 694.3571428571428, '2018': 777.0714285714286, '2019': 859.7857142857142, '2020': 942.4999999999999, '2021': 1025.2142857142856, '2022': 1107.9285714285713, '2023': 1190.642857142857, '2024': 59.0}",101.44,,,10108,510108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,6,علوم الإعلامية,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 95.8458, '2020': 0.0, '2021': 120.6617, '2022': 110.6683, '2023': 0.0, '2024': 83.0989}",83.099,,,10108,610108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,3,علوم تجريبية,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 134.3933, '2020': 114.4667, '2021': 136.3967, '2022': 133.6367, '2023': 133.53, '2024': 114.9627}",114.963,,,10108,310108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,2,رياضيات,['finale-data'],3 سنوات (آمد),الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 119.1033, '2020': 133.595, '2021': 147.0983, '2022': 124.0083, '2023': 125.4933, '2024': 0.0}",124.0083,,,10108,210108,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210108,لا,اللغة والآداب والحضارة,10108,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الصينية,04,جامعة  قرطاج
,,5,العلوم التقنية,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 114.7789, '2020': 114.012, '2021': 120.0487, '2022': 100.935, '2023': 111.7508, '2024': 131.5351}",131.535,,,10118,510118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510118,نعم,الأنتروبولوجيا الإجتماعية والثقافية,10118,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,03,جامعة تونس المنار
,,9,رياضة,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 142.85, '2020': 0.0, '2021': 0.0, '2022': 97.7907, '2023': 174.8755, '2024': 116.6728}",116.673,,,10118,910118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910118,نعم,الأنتروبولوجيا الإجتماعية والثقافية,10118,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,03,جامعة تونس المنار
,,2,رياضيات,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 124.4624, '2020': 91.1785, '2021': 127.53, '2022': 158.5205, '2023': 153.4594, '2024': 94.8092}",94.809,,,10118,210118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210118,نعم,الأنتروبولوجيا الإجتماعية والثقافية,10118,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,03,جامعة تونس المنار
,,3,علوم تجريبية,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 124.9921, '2020': 123.1945, '2021': 146.5151, '2022': 167.9472, '2023': 130.3688, '2024': 129.775}",129.775,,,10118,310118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310118,نعم,الأنتروبولوجيا الإجتماعية والثقافية,10118,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,03,جامعة تونس المنار
,,4,إقتصاد وتصرف,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 89.4841, '2015': 92.2609, '2016': 81.6176, '2017': 89.6428, '2018': 79.9216, '2019': 86.4433, '2020': 90.3036, '2021': 84.5729, '2022': 90.9944, '2023': 75.724, '2024': 83.7989}",83.799,,,10118,410118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410118,نعم,الأنتروبولوجيا الإجتماعية والثقافية,10118,FG+(HG+PH)/2,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,03,جامعة تونس المنار
,,6,علوم الإعلامية,['finale-data'],3 سنوات,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 116.6701, '2020': 0.0, '2021': 110.236, '2022': 102.9066, '2023': 112.227, '2024': 135.7937}",135.794,,,10118,610118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610118,نعم,الأنتروبولوجيا الإجتماعية والثقافية,10118,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,03,جامعة تونس المنار
